기간	자치구	동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상+
2020	성동구	옥수동	여자	13,980	672	611	421	413	654	990	1,296	1,561	1,132	1,081	1,001	1,063	969	673	499	430	288	144	71	14	1
2020	광진구	소계	계	343,783	9,107	11,488	12,259	14,399	26,070	35,975	29,172	27,355	24,710	27,864	27,568	26,348	24,044	16,401	12,294	9,299	5,781	2,530	876	207	41
2020	광진구	소계	남자	166,230	4,654	5,881	6,280	7,312	11,947	17,355	14,389	13,566	12,209	13,683	13,316	12,909	11,467	7,793	5,713	4,249	2,388	834	239	45	7
2020	광진구	소계	여자	177,554	4,454	5,608	5,980	7,088	14,123	18,620	14,784	13,789	12,501	14,182	14,252	13,439	12,578	8,608	6,581	5,050	3,393	1,697	637	163	34
2020	광진구	화양동	계	21,873	205	232	243	500	3,938	5,371	2,685	1,580	1,040	1,071	1,056	943	872	719	554	436	275	106	40	9	3
2020	광진구	화양동	남자	10,367	99	115	117	228	1,389	2,613	1,396	823	571	601	560	496	417	321	251	205	117	40	10	2	1
2020	광진구	화양동	여자	11,507	106	117	126	272	2,549	2,759	1,290	757	470	470	496	447	455	399	304	231	158	66	30	7	2
2020	광진구	군자동	계	19,579	429	513	480	595	1,733	2,616	1,970	1,658	1,258	1,326	1,415	1,456	1,335	916	728	606	352	138	43	12	5
2020	광진구	군자동	남자	9,652	220	277	254	301	791	1,294	1,020	839	651	683	686	753	626	453	326	289	145	40	7	1	-
2020	광진구	군자동	여자	9,927	210	237	226	294	942	1,322	950	819	608	643	729	703	709	463	402	317	207	98	36	11	5
2020	광진구	중곡1동	계	15,537	434	382	321	462	1,010	1,733	1,595	1,386	1,052	1,145	1,242	1,258	1,195	792	648	480	252	106	38	8	-
2020	광진구	중곡1동	남자	7,587	220	213	167	233	461	805	776	736	553	577	600	616	561	389	298	222	120	37	4	4	-
2020	광진구	중곡1동	여자	7,950	214	170	154	229	550	928	820	651	500	568	643	642	635	403	350	258	132	69	34	5	-
2020	광진구	중곡2동	계	21,788	571	715	678	768	1,414	2,466	2,070	1,874	1,402	1,635	1,734	1,811	1,603	1,082	838	605	335	125	51	14	2
2020	광진구	중곡2동	남자	10,385	282	380	342	391	646	1,122	1,003	930	703	792	815	859	755	497	391	290	139	40	11	1	1
2020	광진구	중곡2동	여자	11,403	289	335	336	378	768	1,344	1,067	945	699	843	919	952	849	585	447	315	196	85	40	14	1
2020	광진구	중곡3동	계	16,579	385	422	439	583	1,083	1,602	1,465	1,299	1,082	1,275	1,432	1,488	1,393	891	709	538	322	116	49	9	3
2020	광진구	중곡3동	남자	8,235	209	214	232	292	546	806	739	713	560	628	714	726	688	414	321	254	129	36	13	4	-
2020	광진구	중곡3동	여자	8,344	176	208	207	291	537	796	726	586	522	647	718	762	706	477	388	284	193	81	37	5	3
2020	광진구	중곡4동	계	29,326	786	816	814	1,226	1,985	2,508	2,262	2,210	1,932	2,288	2,719	2,611	2,464	1,676	1,294	924	500	221	75	19	4
2020	광진구	중곡4동	남자	14,443	419	421	435	658	989	1,279	1,137	1,114	1,021	1,117	1,289	1,258	1,173	777	635	415	219	67	18	5	2
2020	광진구	중곡4동	여자	14,883	367	395	379	568	996	1,229	1,125	1,096	911	1,172	1,430	1,354	1,291	899	659	509	281	154	57	14	2
2020	광진구	능동	계	11,415	316	278	241	317	761	1,604	1,487	1,193	823	776	708	685	721	474	414	310	196	79	29	6	1
2020	광진구	능동	남자	5,255	156	145	124	171	307	677	672	557	428	380	320	314	332	214	193	140	93	24	9	2	-
2020	광진구	능동	여자	6,160	160	133	117	146	454	927	815	636	396	396	389	371	389	261	221	171	103	55	20	4	1
2020	광진구	구의1동	계	21,874	481	446	483	759	1,746	3,004	2,393	1,894	1,546	1,656	1,627	1,536	1,406	926	790	593	390	141	49	10	3
2020	광진구	구의1동	남자	10,440	249	230	233	389	767	1,415	1,180	964	792	806	779	730	643	422	353	270	158	47	16	2	-
2020	광진구	구의1동	여자	11,434	232	217	250	370	980	1,590	1,213	930	754	850	848	806	763	504	438	323	232	94	33	8	3
2020	광진구	구의2동	계	26,831	845	999	1,088	1,325	1,694	2,048	1,839	2,136	2,023	2,349	2,292	2,187	1,985	1,384	1,109	756	484	208	57	24	4
2020	광진구	구의2동	남자	12,933	421	514	556	660	843	1,001	918	1,074	976	1,138	1,066	1,069	926	634	524	350	186	64	12	6	-
2020	광진구	구의2동	여자	13,899	425	485	532	666	851	1,047	922	1,063	1,047	1,211	1,226	1,118	1,060	750	585	407	298	144	45	19	4
2020	광진구	구의3동	계	29,199	923	1,031	1,170	1,445	2,145	2,626	2,457	2,234	2,082	2,499	2,528	2,293	2,019	1,314	927	705	461	233	92	17	4
2020	광진구	구의3동	남자	13,901	462	501	588	717	1,047	1,227	1,181	1,069	989	1,144	1,176	1,118	980	630	448	333	181	80	31	3	1
2020	광진구	구의3동	여자	15,298	461	530	582	728	1,098	1,400	1,277	1,165	1,093	1,355	1,352	1,175	1,039	684	479	372	280	153	61	14	4
2020	광진구	광장동	계	35,292	994	2,403	3,041	2,554	2,215	1,892	1,538	2,374	3,509	4,247	3,077	2,253	1,711	1,163	770	647	526	251	103	26	3
2020	광진구	광장동	남자	17,064	527	1,248	1,570	1,284	1,101	926	690	1,003	1,513	2,071	1,570	1,161	835	579	366	265	218	99	37	5	1
2020	광진구	광장동	여자	18,229	467	1,155	1,472	1,271	1,114	966	848	1,372	1,996	2,176	1,507	1,092	876	584	404	383	308	152	67	21	2
2020	광진구	자양1동	계	22,528	513	568	703	858	1,705	2,578	2,038	1,808	1,629	1,750	1,834	1,741	1,617	1,095	802	678	397	149	55	11	2
2020	광진구	자양1동	남자	10,837	246	287	398	433	790	1,240	1,006	921	801	886	872	830	754	513	333	302	172	39	19	-	-
2020	광진구	자양1동	여자	11,691	267	282	306	426	915	1,338	1,033	887	829	864	962	911	863	582	469	377	225	110	37	11	2
2020	광진구	자양2동	계	25,656	775	944	890	1,079	1,695	2,190	1,981	2,073	1,992	2,087	2,115	2,114	2,036	1,421	930	688	390	184	62	14	2
2020	광진구	자양2동	남자	12,561	402	492	453	596	836	1,104	963	1,048	1,006	1,007	1,003	987	973	707	439	321	154	57	12	5	-
2020	광진구	자양2동	여자	13,096	373	452	437	483	859	1,086	1,018	1,026	986	1,081	1,112	1,127	1,064	714	491	367	236	128	50	9	2
2020	광진구	자양3동	계	28,604	1,085	1,362	1,305	1,380	1,860	2,103	2,039	2,344	2,239	2,392	2,332	2,288	2,056	1,342	876	688	494	310	83	24	8
2020	광진구	자양3동	남자	13,737	557	669	640	686	933	1,012	966	1,100	1,066	1,136	1,119	1,094	1,011	685	414	306	195	115	31	7	1
2020	광진구	자양3동	여자	14,867	529	694	665	694	928	1,091	1,073	1,244	1,174	1,256	1,213	1,194	1,046	657	462	382	299	195	52	17	7
2020	광진구	자양4동	계	17,704	369	381	368	551	1,089	1,636	1,357	1,293	1,105	1,371	1,462	1,687	1,635	1,209	907	647	412	168	54	8	1
2020	광진구	자양4동	남자	8,836	189	179	173	276	505	837	745	678	585	719	752	900	797	560	423	290	165	53	13	1	1
2020	광진구	자양4동	여자	8,869	180	202	195	275	585	799	612	615	520	653	711	787	838	649	485	357	247	115	41	7	-
2020	동대문구	소계	계	337,801	9,990	11,437	11,100	13,225	25,595	29,694	24,184	26,078	24,010	26,403	26,376	26,082	25,502	18,789	15,062	12,222	7,391	3,318	1,046	263	39
2020	동대문구	소계	남자	167,564	5,116	5,887	5,681	6,639	12,008	15,685	12,562	13,440	12,426	13,549	13,324	12,985	12,405	8,979	6,904	5,421	3,064	1,130	285	71	8
2020	동대문구	소계	여자	170,237	4,874	5,550	5,419	6,586	13,588	14,010	11,622	12,638	11,584	12,854	13,052	13,097	13,097	9,810	8,158	6,802	4,327	2,188	761	193	32
2020	동대문구	회기동	계	10,150	186	306	316	394	1,506	1,536	833	656	648	652	598	572	519	406	350	320	215	96	38	10	1
2020	동대문구	회기동	남자	4,861	94	161	160	175	606	842	446	331	312	336	302	278	237	174	153	125	86	34	9	5	1
2020	동대문구	회기동	여자	5,289	92	145	156	219	900	694	387	325	336	316	296	294	282	232	198	195	130	62	29	5	-
2020	동대문구	휘경1동	계	13,835	414	359	310	513	1,547	1,608	1,078	1,091	823	942	1,122	950	895	688	570	459	287	131	40	12	1
2020	동대문구	휘경1동	남자	6,784	215	189	162	252	616	826	569	580	433	482	558	488	453	322	260	197	123	48	13	2	1
2020	동대문구	휘경1동	여자	7,051	199	170	149	261	931	782	509	511	390	460	565	462	443	367	310	262	164	83	28	10	-
2020	동대문구	휘경2동	계	24,049	566	763	928	1,171	2,703	2,524	1,492	1,548	1,605	1,908	1,823	1,659	1,628	1,233	1,009	762	434	205	73	18	1
2020	동대문구	휘경2동	남자	11,931	294	396	441	549	1,328	1,467	829	791	786	949	876	818	752	588	460	343	165	69	26	8	1
2020	동대문구	휘경2동	여자	12,119	273	368	487	623	1,375	1,057	664	757	819	959	947	841	877	646	549	419	269	136	48	11	-
2020	동대문구	청량리동	계	19,985	358	507	514	672	1,086	1,326	1,120	1,216	1,143	1,420	1,629	1,884	2,085	1,554	1,279	1,110	639	320	105	19	3
2020	동대문구	청량리동	남자	10,009	183	260	281	344	549	740	629	637	624	730	832	950	1,027	763	594	480	245	108	30	7	1
2020	동대문구	청량리동	여자	9,976	175	247	234	328	537	587	491	579	519	690	797	935	1,058	791	685	630	395	212	76	12	3
2020	동대문구	용신동	계	30,163	660	685	640	840	2,261	3,574	2,825	2,397	1,961	2,188	2,182	2,395	2,260	1,614	1,350	1,155	739	308	98	32	4
2020	동대문구	용신동	남자	15,365	338	359	318	466	1,033	1,792	1,480	1,264	1,064	1,203	1,163	1,276	1,154	819	630	537	326	112	27	8	-
2020	동대문구	용신동	여자	14,799	322	326	323	374	1,228	1,783	1,345	1,133	897	985	1,019	1,119	1,107	795	720	618	413	196	71	24	4
2020	동대문구	제기동	계	24,379	498	568	604	811	1,980	2,275	1,672	1,627	1,412	1,675	1,859	1,916	2,092	1,640	1,397	1,145	727	349	100	32	6
2020	동대문구	제기동	남자	12,510	257	298	315	410	991	1,344	937	897	787	899	1,005	968	1,011	796	636	506	295	122	29	10	1
2020	동대문구	제기동	여자	11,869	241	270	289	401	989	931	735	730	625	776	854	948	1,081	844	762	639	432	227	71	22	5
2020	동대문구	전농1동	계	29,589	966	977	849	1,140	2,150	2,472	2,069	2,301	2,020	2,306	2,371	2,444	2,352	1,641	1,315	1,109	688	319	78	22	4
2020	동대문구	전농1동	남자	14,834	505	504	435	554	1,043	1,303	1,072	1,208	1,079	1,190	1,210	1,238	1,211	801	587	493	283	102	19	3	-
2020	동대문구	전농1동	여자	14,755	462	474	414	586	1,107	1,169	997	1,094	941	1,117	1,161	1,206	1,141	840	729	617	405	218	59	20	4
2020	동대문구	전농2동	계	19,055	528	774	826	943	1,172	1,221	1,026	1,302	1,399	1,687	1,672	1,570	1,475	1,110	831	745	514	196	56	11	2
2020	동대문구	전농2동	남자	9,147	265	389	411	456	571	637	519	647	678	800	835	753	667	535	358	305	226	79	17	4	1
2020	동대문구	전농2동	여자	9,908	263	385	415	487	601	584	507	656	721	887	837	818	808	576	474	441	289	118	39	7	2
2020	동대문구	답십리2동	계	29,266	953	940	941	1,169	1,713	2,208	2,182	2,283	2,026	2,340	2,471	2,499	2,305	1,755	1,328	1,112	643	298	87	17	3
2020	동대문구	답십리2동	남자	14,237	491	485	458	592	852	1,095	1,107	1,180	1,027	1,176	1,216	1,191	1,080	835	596	497	246	96	17	3	2
2020	동대문구	답십리2동	여자	15,029	463	455	484	577	861	1,114	1,075	1,103	999	1,164	1,255	1,308	1,225	920	732	615	397	202	70	14	1
2020	동대문구	장안1동	계	37,934	1,258	1,360	1,279	1,391	2,151	3,050	2,983	3,326	3,171	3,122	2,935	2,985	2,991	2,181	1,617	1,136	596	276	95	32	5
2020	동대문구	장안1동	남자	18,870	668	678	661	708	1,007	1,492	1,532	1,720	1,641	1,635	1,479	1,436	1,427	1,074	770	554	265	95	28	6	-
2020	동대문구	장안1동	여자	19,065	591	682	618	683	1,144	1,558	1,452	1,606	1,531	1,487	1,456	1,549	1,564	1,108	848	582	332	182	67	26	5
2020	동대문구	장안2동	계	32,402	1,311	1,598	1,469	1,410	1,820	2,011	2,160	2,962	2,839	2,823	2,506	2,370	2,350	1,748	1,287	921	491	228	80	20	4
2020	동대문구	장안2동	남자	16,220	667	839	779	759	944	1,054	1,086	1,472	1,426	1,467	1,267	1,174	1,140	819	627	407	197	76	18	7	1
2020	동대문구	장안2동	여자	16,183	645	759	690	651	876	957	1,074	1,491	1,414	1,357	1,239	1,196	1,210	929	661	514	294	152	62	13	4
2020	동대문구	이문1동	계	18,058	318	429	566	774	2,398	2,197	1,168	1,011	1,082	1,351	1,320	1,200	1,214	864	748	702	459	183	61	16	3
2020	동대문구	이문1동	남자	9,022	147	225	305	367	1,021	1,305	673	561	543	696	673	617	580	391	324	302	210	65	18	4	1
2020	동대문구	이문1동	여자	9,036	172	204	261	408	1,377	892	495	450	539	655	647	583	634	473	425	400	250	118	44	12	2
2020	동대문구	이문2동	계	20,283	554	799	889	979	1,361	1,417	1,151	1,398	1,474	1,768	1,770	1,564	1,511	1,147	981	782	469	188	73	11	2
2020	동대문구	이문2동	남자	9,861	271	419	463	483	635	711	576	697	757	864	890	770	746	515	443	340	203	63	17	3	-
2020	동대문구	이문2동	여자	10,422	283	381	426	496	726	706	575	701	717	905	880	794	765	632	538	442	266	125	57	8	2
2020	동대문구	답십리1동	계	28,656	1,422	1,377	972	1,023	1,750	2,279	2,428	2,964	2,411	2,224	2,122	2,078	1,828	1,211	1,002	766	494	224	65	16	4
2020	동대문구	답십리1동	남자	13,916	725	690	496	529	814	1,080	1,109	1,460	1,272	1,124	1,020	1,031	923	551	472	337	198	64	21	3	1
2020	동대문구	답십리1동	여자	14,740	697	687	476	494	936	1,200	1,319	1,505	1,139	1,100	1,102	1,047	905	660	530	430	296	160	44	13	3
2020	중랑구	소계	계	390,233	11,147	12,723	12,421	15,135	23,984	31,890	28,443	29,818	26,968	30,631	33,613	35,135	32,694	22,863	17,331	13,002	7,672	3,326	1,151	256	36
2020	중랑구	소계	남자	193,106	5,759	6,560	6,346	7,734	12,031	15,796	14,491	15,577	14,147	15,539	16,485	17,306	15,934	11,021	8,019	5,838	3,179	1,046	252	49	3
2020	중랑구	소계	여자	197,128	5,388	6,163	6,076	7,401	11,953	16,094	13,953	14,241	12,821	15,092	17,128	17,830	16,760	11,843	9,313	7,164	4,493	2,280	900	208	33
2020	중랑구	면목2동	계	24,850	629	731	770	922	1,518	1,917	1,662	1,744	1,731	2,046	2,411	2,461	2,077	1,467	1,102	866	481	224	77	17	3
2020	중랑구	면목2동	남자	12,390	319	367	390	450	773	947	876	930	923	1,054	1,235	1,249	1,012	698	499	382	196	70	22	2	-
2020	중랑구	면목2동	여자	12,460	311	364	380	472	745	970	786	814	808	992	1,176	1,213	1,065	769	603	484	285	154	55	16	3
2020	중랑구	면목4동	계	18,960	522	595	582	683	1,132	1,412	1,297	1,479	1,445	1,514	1,634	1,590	1,589	1,174	996	766	351	133	52	14	3
2020	중랑구	면목4동	남자	9,416	276	317	310	360	570	724	653	790	763	807	807	786	770	521	420	349	141	41	12	4	-
2020	중랑구	면목4동	여자	9,544	246	278	272	323	562	689	645	689	683	707	828	805	819	653	576	417	210	93	40	10	3
2020	중랑구	면목5동	계	11,907	501	410	343	445	660	864	940	1,092	837	968	1,065	1,012	969	632	487	368	212	78	25	3	1
2020	중랑구	면목5동	남자	6,034	245	204	177	233	349	450	481	569	473	506	527	524	470	321	227	163	83	31	6	-	-
2020	중랑구	면목5동	여자	5,873	257	206	166	212	312	414	459	523	364	463	539	489	499	311	261	205	129	47	19	3	1
2020	중랑구	면목7동	계	21,790	625	582	556	741	1,242	1,826	1,684	1,638	1,449	1,671	1,853	2,002	1,948	1,416	1,091	771	414	208	60	16	1
2020	중랑구	면목7동	남자	10,910	334	310	290	389	645	931	829	863	774	888	925	939	994	661	525	370	170	63	12	3	-
2020	중랑구	면목7동	여자	10,880	292	272	266	353	597	895	855	775	676	783	928	1,064	955	755	566	402	244	145	48	13	1
2020	중랑구	상봉1동	계	24,799	891	1,043	931	1,127	1,640	2,001	1,775	1,894	1,720	1,909	2,156	2,268	1,979	1,190	900	680	446	176	66	12	1
2020	중랑구	상봉1동	남자	12,111	456	564	484	598	837	959	881	972	853	918	1,021	1,098	970	574	387	301	174	55	12	1	-
2020	중랑구	상봉1동	여자	12,689	435	479	448	529	803	1,042	894	922	868	991	1,136	1,170	1,009	616	513	379	273	121	55	11	1
2020	중랑구	상봉2동	계	19,336	473	355	339	505	1,291	2,591	2,288	1,745	1,223	1,367	1,482	1,528	1,369	995	745	564	299	130	43	9	-
2020	중랑구	상봉2동	남자	9,413	237	186	191	258	544	1,123	1,140	922	640	707	733	768	653	473	369	276	140	46	11	2	-
2020	중랑구	상봉2동	여자	9,924	236	169	149	248	747	1,469	1,148	823	583	660	749	760	716	522	377	288	160	85	33	8	-
2020	중랑구	중화1동	계	20,221	661	686	651	758	1,207	1,755	1,628	1,634	1,389	1,445	1,561	1,835	1,697	1,237	870	621	382	142	57	9	-
2020	중랑구	중화1동	남자	9,935	357	347	328	373	605	866	818	876	741	736	742	853	804	603	401	272	159	46	12	1	-
2020	중랑구	중화1동	여자	10,286	305	339	323	385	603	890	810	758	648	709	819	982	894	635	469	349	223	96	46	8	-
2020	중랑구	중화2동	계	25,635	579	540	487	785	1,609	2,187	1,907	1,858	1,578	1,961	2,384	2,637	2,394	1,594	1,233	1,004	575	234	76	12	6
2020	중랑구	중화2동	남자	13,181	308	292	256	419	800	1,091	1,023	1,001	855	1,047	1,247	1,412	1,264	785	565	463	257	72	23	4	2
2020	중랑구	중화2동	여자	12,454	272	248	231	366	809	1,096	884	857	724	914	1,137	1,226	1,131	810	668	541	319	162	54	8	4
2020	중랑구	묵1동	계	35,243	1,088	1,451	1,518	1,668	2,252	2,667	2,395	2,727	2,768	3,125	2,776	2,760	2,601	1,878	1,438	1,084	671	269	91	20	2
2020	중랑구	묵1동	남자	17,118	545	762	769	842	1,094	1,294	1,185	1,355	1,386	1,530	1,347	1,315	1,217	897	675	507	285	95	20	3	-
2020	중랑구	묵1동	여자	18,126	543	689	749	826	1,158	1,373	1,210	1,372	1,383	1,595	1,429	1,445	1,384	982	763	577	386	174	71	17	2
2020	중랑구	묵2동	계	19,275	568	586	597	674	1,105	1,632	1,559	1,586	1,391	1,497	1,541	1,651	1,617	1,222	840	652	363	141	46	9	2
2020	중랑구	묵2동	남자	9,473	277	319	314	345	532	798	797	861	718	737	762	788	750	580	394	290	156	49	9	2	-
2020	중랑구	묵2동	여자	9,802	292	267	284	329	573	834	762	726	674	760	779	864	867	642	446	362	207	93	38	8	2
2020	중랑구	망우3동	계	17,065	393	458	495	734	1,085	1,270	1,046	1,152	1,054	1,401	1,661	1,654	1,560	1,075	842	582	346	184	69	9	1
2020	중랑구	망우3동	남자	8,580	225	220	227	348	547	657	572	615	561	696	826	869	818	516	411	255	149	60	13	-	-
2020	중랑구	망우3동	여자	8,486	168	238	268	386	538	614	474	537	493	705	835	785	742	560	431	328	197	125	56	9	1
2020	중랑구	신내1동	계	39,923	1,357	2,213	1,989	1,837	2,385	2,669	2,295	3,006	3,019	3,013	3,193	3,404	3,180	2,169	1,611	1,174	817	380	160	48	11
2020	중랑구	신내1동	남자	19,470	702	1,125	1,032	951	1,209	1,345	1,157	1,457	1,527	1,498	1,485	1,638	1,529	1,066	752	528	330	108	27	9	-
2020	중랑구	신내1동	여자	20,453	655	1,088	957	886	1,176	1,324	1,138	1,550	1,493	1,515	1,708	1,766	1,651	1,103	859	646	487	273	133	39	11
2020	중랑구	신내2동	계	21,338	669	791	831	977	1,201	1,415	1,365	1,652	1,559	1,720	1,764	1,817	1,835	1,336	912	682	481	238	77	17	4
2020	중랑구	신내2동	남자	10,196	365	379	439	489	616	721	667	819	788	814	842	838	819	657	419	261	165	79	18	5	1
2020	중랑구	신내2동	여자	11,143	305	412	392	488	585	694	698	833	772	906	922	979	1,016	680	493	421	316	159	59	13	3
2020	중랑구	면목본동	계	34,421	848	877	858	1,223	2,202	3,135	2,778	2,664	2,306	2,789	3,164	3,142	2,750	1,945	1,542	1,183	655	267	78	20	-
2020	중랑구	면목본동	남자	17,079	451	440	413	612	1,155	1,551	1,429	1,448	1,247	1,393	1,549	1,549	1,358	907	674	533	284	73	12	5	-
2020	중랑구	면목본동	여자	17,342	397	437	445	611	1,047	1,584	1,349	1,216	1,060	1,396	1,615	1,594	1,392	1,038	869	650	371	194	66	15	-
2020	중랑구	면목3.8동	계	25,449	595	608	647	939	1,638	2,168	1,829	1,840	1,595	1,973	2,312	2,350	2,308	1,561	1,292	934	550	218	82	14	1
2020	중랑구	면목3.8동	남자	12,666	295	309	337	485	841	1,096	957	989	872	1,004	1,131	1,132	1,085	784	599	414	245	67	24	6	-
2020	중랑구	면목3.8동	여자	12,783	301	299	310	454	797	1,072	872	851	723	969	1,181	1,219	1,224	777	693	520	306	152	59	9	1
2020	중랑구	망우본동	계	30,024	750	802	832	1,122	1,821	2,384	1,998	2,111	1,906	2,237	2,660	3,028	2,823	1,976	1,433	1,075	631	307	95	31	4
2020	중랑구	망우본동	남자	15,137	372	422	393	586	917	1,247	1,028	1,115	1,032	1,206	1,310	1,554	1,424	982	705	478	247	96	23	5	1
2020	중랑구	망우본동	여자	14,887	379	381	439	537	904	1,138	971	997	875	1,031	1,350	1,474	1,400	995	728	597	384	212	72	26	3
2020	성북구	소계	계	432,206	12,937	16,942	17,406	20,579	32,047	34,142	28,191	32,090	31,746	38,196	35,425	32,450	30,548	21,966	17,793	14,645	9,286	4,040	1,444	302	37
2020	성북구	소계	남자	209,002	6,641	8,637	8,954	10,433	14,747	17,334	14,031	15,953	15,679	18,857	17,626	15,742	14,438	10,273	7,773	6,362	3,718	1,386	352	62	8
2020	성북구	소계	여자	223,205	6,296	8,305	8,453	10,146	17,301	16,808	14,160	16,137	16,067	19,339	17,799	16,708	16,110	11,693	10,020	8,283	5,568	2,655	1,092	240	29
2020	성북구	돈암1동	계	15,355	414	465	568	845	1,043	1,061	1,005	1,000	952	1,325	1,405	1,325	1,232	882	701	545	359	172	53	5	2
2020	성북구	돈암1동	남자	7,197	201	218	274	403	481	509	489	496	456	613	688	628	586	399	319	231	129	62	16	1	-
2020	성북구	돈암1동	여자	8,159	213	247	294	442	562	552	516	504	496	712	717	698	647	483	382	314	230	110	38	4	2
2020	성북구	돈암2동	계	24,483	816	1,309	1,476	1,449	1,529	1,442	1,342	1,742	2,030	2,552	2,174	1,809	1,559	1,047	781	639	442	247	88	15	2
2020	성북구	돈암2동	남자	11,693	437	650	738	740	762	711	667	773	943	1,220	1,047	875	739	493	341	272	180	82	23	3	1
2020	성북구	돈암2동	여자	12,791	379	659	738	709	767	731	675	969	1,087	1,332	1,128	934	820	554	440	367	262	165	65	13	1
2020	성북구	안암동	계	14,956	229	250	305	583	2,423	2,504	1,168	894	732	964	1,079	947	809	614	510	476	286	136	40	9	2
2020	성북구	안암동	남자	7,574	118	130	162	314	1,126	1,482	655	492	383	480	526	471	380	284	211	197	115	46	7	2	-
2020	성북구	안암동	여자	7,382	112	121	144	270	1,297	1,022	513	402	349	484	553	476	430	330	300	280	171	90	33	7	2
2020	성북구	보문동	계	15,710	524	487	412	585	1,164	1,617	1,341	1,328	1,106	1,313	1,340	1,161	1,082	728	576	459	304	126	52	9	1
2020	성북구	보문동	남자	7,591	264	251	191	298	544	815	673	685	572	649	631	557	523	329	240	207	112	45	7	2	-
2020	성북구	보문동	여자	8,119	261	237	222	287	620	802	668	643	534	665	709	604	559	399	336	252	192	81	45	7	1
2020	성북구	정릉1동	계	18,514	640	839	843	995	1,175	1,139	1,185	1,506	1,500	1,759	1,459	1,335	1,221	914	756	617	387	181	59	8	2
2020	성북구	정릉1동	남자	8,961	344	446	424	481	578	596	567	742	735	859	726	648	577	414	328	264	155	64	15	3	-
2020	성북구	정릉1동	여자	9,554	296	394	420	514	597	543	619	764	766	901	733	687	644	500	428	353	232	117	44	5	2
2020	성북구	정릉2동	계	23,179	725	849	823	1,113	1,590	1,620	1,397	1,738	1,626	1,995	1,854	1,842	1,864	1,365	1,082	847	526	227	87	13	-
2020	성북구	정릉2동	남자	11,270	354	449	425	586	822	802	716	897	816	967	898	877	852	647	487	355	220	81	22	2	-
2020	성북구	정릉2동	여자	11,909	371	401	398	528	768	818	682	842	811	1,029	956	966	1,012	718	595	492	306	146	65	11	-
2020	성북구	정릉3동	계	15,232	359	322	388	625	1,621	1,445	1,040	873	831	1,114	1,190	1,132	1,190	917	768	686	457	180	81	17	1
2020	성북구	정릉3동	남자	7,555	180	164	210	327	805	898	590	478	423	541	579	549	524	420	346	261	182	59	20	3	-
2020	성북구	정릉3동	여자	7,677	180	159	178	298	816	547	450	395	408	573	611	583	666	497	422	425	275	121	61	14	1
2020	성북구	정릉4동	계	25,531	798	995	989	1,248	1,642	1,605	1,487	1,928	1,936	2,314	2,125	1,984	1,968	1,481	1,180	932	567	235	99	20	2
2020	성북구	정릉4동	남자	12,384	424	514	531	639	842	831	718	941	948	1,164	1,055	923	886	686	531	394	244	81	29	5	1
2020	성북구	정릉4동	여자	13,147	374	481	458	609	800	774	769	988	988	1,150	1,070	1,061	1,082	795	649	538	323	154	71	16	2
2020	성북구	길음1동	계	36,184	1,495	2,665	2,663	2,222	1,873	1,602	1,761	3,129	3,826	4,142	2,792	1,985	1,842	1,303	1,104	912	534	231	84	22	3
2020	성북구	길음1동	남자	17,229	770	1,375	1,320	1,065	912	757	786	1,411	1,749	2,091	1,485	944	831	579	465	402	205	69	14	4	-
2020	성북구	길음1동	여자	18,955	725	1,290	1,343	1,157	961	845	975	1,718	2,077	2,051	1,308	1,041	1,011	725	640	510	329	162	70	18	3
2020	성북구	길음2동	계	16,340	694	731	641	764	1,034	1,056	1,122	1,404	1,326	1,507	1,366	1,243	1,134	832	599	446	273	123	40	10	1
2020	성북구	길음2동	남자	7,922	365	391	337	412	498	507	535	701	622	723	687	601	551	390	264	188	100	43	9	3	-
2020	성북구	길음2동	여자	8,418	329	340	304	353	536	549	587	703	704	784	679	643	583	442	336	259	174	80	31	7	1
2020	성북구	월곡1동	계	26,660	894	1,297	1,347	1,317	1,437	1,614	1,539	2,080	2,170	2,461	2,153	1,993	1,973	1,444	1,139	952	550	222	65	16	1
2020	성북구	월곡1동	남자	12,908	452	652	665	626	695	782	767	1,010	1,063	1,260	1,095	969	946	682	497	437	231	67	14	2	-
2020	성북구	월곡1동	여자	13,753	442	646	682	691	743	832	773	1,071	1,107	1,201	1,058	1,024	1,027	762	642	515	320	155	51	14	1
2020	성북구	월곡2동	계	19,634	516	656	706	798	1,673	1,855	1,353	1,396	1,310	1,563	1,511	1,460	1,442	1,083	876	691	450	214	73	11	-
2020	성북구	월곡2동	남자	9,462	266	353	374	384	607	922	709	710	666	797	789	705	689	530	373	318	193	66	14	2	-
2020	성북구	월곡2동	여자	10,172	250	304	333	414	1,067	934	644	687	644	766	723	755	753	553	503	373	258	149	59	9	-
2020	성북구	장위1동	계	19,935	431	544	681	954	1,461	1,534	1,250	1,208	1,271	1,649	1,895	1,879	1,686	1,187	851	741	464	177	64	12	1
2020	성북구	장위1동	남자	9,758	213	252	360	487	721	830	696	644	645	778	910	898	809	572	370	320	177	65	15	2	-
2020	성북구	장위1동	여자	10,177	218	292	321	468	740	704	554	564	626	871	985	981	877	615	482	422	288	112	50	10	1
